,filename,cosine_distance
0,image_1300.jpg,0.16810715198516846
1,image_1307.jpg,0.17761284112930298
2,image_1319.jpg,0.1791468858718872
3,image_1285.jpg,0.18384897708892822
4,image_1293.jpg,0.1861257553100586
5,image_1288.jpg,0.18753260374069214
6,image_1282.jpg,0.20009750127792358
7,image_1289.jpg,0.20687103271484375
8,image_1296.jpg,0.2099197506904602
9,image_1317.jpg,0.21255576610565186
10,image_1333.jpg,0.22078073024749756
11,image_1294.jpg,0.2216503620147705
12,image_1328.jpg,0.22857117652893066
13,image_1298.jpg,0.2332349419593811
14,image_1302.jpg,0.23400068283081055
15,image_1291.jpg,0.2415149211883545
16,image_1281.jpg,0.24160784482955933
17,image_1309.jpg,0.2421567440032959
18,image_1311.jpg,0.24603033065795898
